Isolate_Id	Isolate_Name	Subtype	Host	Country	Region	Collection_Date	Segments_in_metadata	n_segs_sequenced	Missing_metadata_segs	Missing_sequence_segs	Short_sequence_segs
EPI_ISL_179360	A/Madagascar/2632/2014	A / H3N2	Human	Madagascar		2014-09-17	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_179359	A/Madagascar/2576/2014	A / H3N2	Human	Madagascar		2014-09-08	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_179358	A/Madagascar/2572/2014	A / H3N2	Human	Madagascar		2014-09-11	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_409934	A/Toamasina/7052/2019	A / H1N1	Human	Madagascar		2019-12-11	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_409933	A/Toamasina/6838/2019	A / H1N1	Human	Madagascar		2019-11-28	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_409932	A/Toamasina/5992/2019	A / H1N1	Human	Madagascar		2019-10-14	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_311910	A/Toamasina/5669/2017	A / H1N1	Human	Madagascar		2017-12-26	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_311909	A/Toamasina/5484/2017	A / H1N1	Human	Madagascar		2017-12-13	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_311908	A/Toamasina/5481/2017	A / H1N1	Human	Madagascar		2017-12-11	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_311907	A/Toamasina/5302/2017	A / H1N1	Human	Madagascar		2017-12-07	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_311906	A/Toamasina/5301/2017	A / H1N1	Human	Madagascar		2017-12-07	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_311905	A/Toamasina/5300/2017	A / H1N1	Human	Madagascar		2017-12-06	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_311904	A/Toamasina/5298/2017	A / H1N1	Human	Madagascar		2017-12-05	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_311903	A/Toamasina/5214/2017	A / H1N1	Human	Madagascar		2017-11-27	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_311902	A/Toamasina/5139/2017	A / H1N1	Human	Madagascar		2017-11-21	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_311901	A/Toamasina/4607/2017	A / H1N1	Human	Madagascar		2017-10-16	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_311888	A/Moramanga/5488/2017	A / H1N1	Human	Madagascar		2017-12-13	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_311887	A/Moramanga/5389/2017	A / H1N1	Human	Madagascar		2017-12-06	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_311869	A/Antsirabe/5673/2017	A / H1N1	Human	Madagascar		2017-12-28	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_311868	A/Antananarivo/5665/2017	A / H1N1	Human	Madagascar		2017-12-26	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_311867	A/Antananarivo/5615/2017	A / H1N1	Human	Madagascar		2017-12-26	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_311866	A/Antananarivo/5557/2017	A / H1N1	Human	Madagascar		2017-12-18	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_311865	A/Antananarivo/5556/2017	A / H1N1	Human	Madagascar		2017-12-20	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_213107	A/Antsirabe/3857/2015	A / H3N2	Human	Madagascar		2015-09-08	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_19613509	A/feces/Madagascar/ID_169/2022	A / H7N1	Feces	Madagascar	Nosy Ve Androka	2021-01-01	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_19613508	A/feces/Madagascar/ID_168/2022	A / H5N2	Feces	Madagascar	Nosy Ve Androka	2021-01-01	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_19613507	A/feces/Madagascar/ID_167/2021	A / H1N1	Feces	Madagascar	Nosy Ve Androka	2021-01-01	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_19613506	A/feces/Madagascar/ID_166/2022	A / H1N1	Feces	Madagascar	Bazaruto Archipelago	2023-01-01	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_19613505	A/feces/Madagascar/ID_165/2021	A / H11N9	Feces	Madagascar	Bazaruto Archipelago	2023-01-01	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_19613504	A/feces/Madagascar/ID_164/2023	A / H11N9	Feces	Madagascar	Quirimbas Islands	2022-01-01	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_19613503	A/feces/Madagascar/ID_163/2021	A / H3N6	Feces	Madagascar	Bazaruto Archipelago	2022-01-01	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_19613502	A/feces/Madagascar/ID_162/2021	A / H3N6	Feces	Madagascar	Bazaruto Archipelago	2022-01-01	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_19613501	A/feces/Madagascar/ID_161/2022	A / H3N6	Feces	Madagascar	Bazaruto Archipelago	2022-01-01	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_19613500	A/feces/Madagascar/ID_160/2023	A / H3N6	Feces	Madagascar	Quirimbas Islands	2022-01-01	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_19613499	A/feces/Madagascar/ID_159/2022	A / H3N6	Feces	Madagascar	Quirimbas Islands	2022-01-01	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_19613498	A/feces/Madagascar/ID_158/2023	A / H3N6	Feces	Madagascar	Nosy Ve Androka	2022-01-01	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_19613497	A/feces/Madagascar/ID_157/2023	A / H3N6	Feces	Madagascar	Nosy Ve Androka	2022-01-01	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_19613496	A/feces/Madagascar/ID_156/2022	A / H2N7	Feces	Madagascar	Bazaruto Archipelago	2023-01-01	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_19613495	A/feces/Madagascar/ID_155/2022	A / H5N1	Feces	Madagascar	Bazaruto Archipelago	2023-01-01	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_19613494	A/feces/Madagascar/ID_154/2023	A / H5N1	Feces	Madagascar	Bazaruto Archipelago	2023-01-01	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_19613493	A/feces/Madagascar/ID_153/2022	A / H5N1	Feces	Madagascar	Nosy Ve Androka	2023-01-01	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_20368	A/Madagascar/2699/2006	A / H3N2	Human	Madagascar		2006-11-14	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_20367	A/Madagascar/2694/2006	A / H3N2	Human	Madagascar		2006-11-14	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_219563	A/Antananarivo/4502/2015	A / H1N1	Human	Madagascar		2015-10-22	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_219671	A/Maevatanana/4905/2015	A / H1N1	Human	Madagascar		2015-11-17	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_219572	A/Antsirabe/5054/2015	A / H1N1	Human	Madagascar		2015-12-07	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_219571	A/Antsirabe/4887/2015	A / H1N1	Human	Madagascar		2015-11-23	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_219570	A/Antsirabe/4798/2015	A / H1N1	Human	Madagascar		2015-11-17	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_219569	A/Antsirabe/4351/2015	A / H1N1	Human	Madagascar		2015-10-15	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_219568	A/Antsirabe/4350/2015	A / H1N1	Human	Madagascar		2015-10-15	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_219567	A/Antananarivo/4937/2015	A / H1N1	Human	Madagascar		2015-11-27	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_219566	A/Antananarivo/4845/2015	A / H1N1	Human	Madagascar		2015-11-24	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_219565	A/Antananarivo/4787/2015	A / H1N1	Human	Madagascar		2015-11-17	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_219564	A/Antananarivo/4723/2015	A / H1N1	Human	Madagascar		2015-11-10	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_90789	A/Madagascar/0149/2011	A / H1N1	Human	Madagascar		2011-01-19	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_90788	A/Madagascar/0149/2011	A / H1N1	Human	Madagascar		2011-01-19	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_90631	A/Madagascar/1121/2011	A / H3N2	Human	Madagascar		2011-03-22	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_90630	A/Madagascar/0817/2011	A / H3N2	Human	Madagascar		2011-03-09	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_90629	A/Madagascar/0751/2011	A / H3N2	Human	Madagascar		2011-03-01	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_90628	A/Madagascar/0648/2011	A / H3N2	Human	Madagascar		2011-02-21	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_90627	A/Madagascar/0638/2011	A / H3N2	Human	Madagascar		2011-02-22	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_90626	A/Madagascar/0257/2011	A / H3N2	Human	Madagascar		2011-01-30	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_90625	A/Madagascar/0169/2011	A / H3N2	Human	Madagascar		2011-01-24	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_90624	A/Madagascar/0145/2011	A / H3N2	Human	Madagascar		2011-01-18	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_90623	A/Madagascar/0096/2011	A / H3N2	Human	Madagascar		2011-01-17	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_90622	A/Madagascar/0094/2011	A / H3N2	Human	Madagascar		2011-01-12	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_387028	A/Fianarantsoa/2504/2019	A / H3N2	Human	Madagascar		2019-04-17	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_387021	A/Antsirabe/3036/2019	A / H3N2	Human	Madagascar		2019-05-06	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_387020	A/Antsirabe/2643/2019	A / H3N2	Human	Madagascar		2019-04-23	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_387019	A/Antsirabe/2502/2019	A / H3N2	Human	Madagascar		2019-04-15	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_321842	A/Toamasina/1191/2018	A / H1N1	Human	Madagascar		2018-04-04	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_321825	A/Antsirabe/2784/2018	A / H1N1	Human	Madagascar		2018-06-18	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_321824	A/Antsirabe/2780/2018	A / H1N1	Human	Madagascar		2018-06-18	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_321823	A/Antsirabe/2475/2018	A / H1N1	Human	Madagascar		2018-05-30	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_321822	A/Antsirabe/1679/2018	A / H1N1	Human	Madagascar		2018-04-24	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_321821	A/Antsirabe/1355/2018	A / H1N1	Human	Madagascar		2018-04-11	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_320874	A/Toamasina/1191/2018	A / H1N1	Human	Madagascar		2018-04-04	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_320866	A/Nosy Be/1253/2018	A / H1N1	Human	Madagascar		2018-04-04	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_320787	A/Antsirabe/2784/2018	A / H1N1	Human	Madagascar		2018-06-18	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_320786	A/Antsirabe/2475/2018	A / H1N1	Human	Madagascar		2018-05-30	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_157379	A/Madagascar/2098/2007	A / H1N1	Human	Madagascar		2007-10-29	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_355272	A/Antsirabe/4579/2018	A / H1N1	Human	Madagascar		2018-10-01	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_355271	A/Antsirabe/4399/2018	A / H1N1	Human	Madagascar		2018-09-27	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_355270	A/Antsirabe/4203/2018	A / H1N1	Human	Madagascar		2018-09-17	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_355269	A/Antananarivo/4575/2018	A / H1N1	Human	Madagascar		2018-10-02	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_191871	A/Tsaralalana/1278/2015	A / H1N1	Human	Madagascar		2015-03-23	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_190949	A/Madagascar/1566/2015	A / H1N1	Human	Madagascar		2015-04-15	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_190932	A/Tsiroanomandidy/1384/2015	A / H3N2	Human	Madagascar		2015-03-30	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_190922	A/Moramanga/50/2015	A / H3N2	Human	Madagascar		2015-01-08	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_190921	A/Manjakaray/612/2015	A / H3N2	Human	Madagascar		2015-02-23	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_190920	A/Maevatanana/172/2015	A / H3N2	Human	Madagascar		2015-01-19	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_190905	A/Behoririka/355/2015	A / H3N2	Human	Madagascar		2015-02-04	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_158851	A/Madagascar/04245/2013	A / H3N2	Human	Madagascar		2013-12-27	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_158850	A/Madagascar/04228/2013	A / H3N2	Human	Madagascar		2013-12-26	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_158849	A/Madagascar/00153/2014	A / H3N2	Human	Madagascar		2014-01-14	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_158848	A/Madagascar/00153/2014	A / H3N2	Human	Madagascar		2014-01-14	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_158847	A/Madagascar/00147/2014	A / H3N2	Human	Madagascar		2014-01-13	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_158846	A/Madagascar/00147/2014	A / H3N2	Human	Madagascar		2014-01-13	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_60036	A/Madagascar/4286/2009	A / H3N2	Human	Madagascar		2009-06-02	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_60035	A/Madagascar/424/2009	A / H3N2	Human	Madagascar		2009-02-12	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_60034	A/Madagascar/3615/2009	A / H3N2	Human	Madagascar		2009-04-21	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_159635	A/Madagascar/00041/2014	A / H3N2	Human	Madagascar		2014-01-06	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_159634	A/Madagascar/00031/2014	A / H3N2	Human	Madagascar		2014-01-03	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_127657	A/Madagascar/00863/2012	A / H1N1	Human	Madagascar		2012-02-16	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_127656	A/Madagascar/00695/2012	A / H1N1	Human	Madagascar		2012-01-31	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_127655	A/Madagascar/00566/2012	A / H1N1	Human	Madagascar		2012-01-24	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_61700	A/Madagascar/453/2009	A / H3N2	Human	Madagascar		2009-02-11	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_61699	A/Madagascar/878/2009	A / H3N2	Human	Madagascar		2009-03-12	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_19854886	A/Madagascar/00455/2025	A / H3N2	Human	Madagascar	Atsinanana	2025-02-13	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_260158	A/Madagascar/6380/2016	A / H1N1	Human	Madagascar		2016-10-24	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_260157	A/Madagascar/6112/2016	A / H1N1	Human	Madagascar		2016-10-17	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_260156	A/Madagascar/5768/2016	A / H1N1	Human	Madagascar		2016-10-05	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_260155	A/Madagascar/5602/2016	A / H1N1	Human	Madagascar		2016-09-27	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_260154	A/Madagascar/5599/2016	A / H1N1	Human	Madagascar		2016-09-27	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_129054	A/Madagascar/03545/2012	A / H3N2	Human	Madagascar		2012-06-04	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_128066	A/Madagascar/03619/2012	A / H3N2	Human	Madagascar		2012-06-12	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_128065	A/Madagascar/03536/2012	A / H3N2	Human	Madagascar		2012-06-04	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_128064	A/Madagascar/03535/2012	A / H3N2	Human	Madagascar		2012-06-06	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_128063	A/Madagascar/03487/2012	A / H3N2	Human	Madagascar		2012-05-31	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_128062	A/Madagascar/03408/2012	A / H3N2	Human	Madagascar		2012-05-22	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_128061	A/Madagascar/03401/2012	A / H3N2	Human	Madagascar		2012-05-22	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_128060	A/Madagascar/03396/2012	A / H3N2	Human	Madagascar		2012-05-21	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_128059	A/Madagascar/03294/2012	A / H3N2	Human	Madagascar		2012-05-16	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_128058	A/Madagascar/03233/2012	A / H3N2	Human	Madagascar		2012-05-11	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_65357	A/Madagascar/2360/2008	A / H1N1	Human	Madagascar		2008-06-16	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_65354	A/Madagascar/1545/2008	A / H1N1	Human	Madagascar		2008-04-08	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_65351	A/Madagascar/2041/2008	A / H1N1	Human	Madagascar		2008-05-22	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_65350	A/Madagascar/2042/2008	A / H1N1	Human	Madagascar		2008-05-22	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_65349	A/Madagascar/1637/2008	A / H1N1	Human	Madagascar		2008-04-17	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_65347	A/Madagascar/1531/2008	A / H1N1	Human	Madagascar		2008-04-08	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_65344	A/Madagascar/2349/2008	A / H1N1	Human	Madagascar		2008-06-11	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_19704267	A/duck/Madagascar/82367/2024	A / H6	Duck	Madagascar	Vakinankaratra	2024-12-18	2	2	PB2;PB1;PA;NP;NA;MP	PB2;PB1;PA;NP;NA;MP	
EPI_ISL_20090038	A/duck/Madagascar/72676/2025	A / H6N1	Duck	Madagascar	Vakinankaratra	2025-04-30	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_409824	B/Mahajanga/7174/2019	B	Human	Madagascar		2019-12-18	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_409823	B/Mahajanga/6678/2019	B	Human	Madagascar		2019-11-25	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_377209	B/Antsirabe/3506/2019	B	Human	Madagascar		2019-06-04	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_377208	B/Antananarivo/3780/2019	B	Human	Madagascar		2019-06-24	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_377207	B/Antananarivo/3692/2019	B	Human	Madagascar		2019-06-20	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_377206	B/Antananarivo/3688/2019	B	Human	Madagascar		2019-06-17	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_377205	B/Antananarivo/3649/2019	B	Human	Madagascar		2019-06-17	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_377204	B/Antananarivo/3624/2019	B	Human	Madagascar		2019-06-11	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_377203	B/Antananarivo/3592/2019	B	Human	Madagascar		2019-06-12	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_377201	B/Antananarivo/3205/2019	B	Human	Madagascar		2019-05-20	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_377200	B/Antananarivo/3195/2019	B	Human	Madagascar		2019-05-21	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_377199	B/Antananarivo/3184/2019	B	Human	Madagascar		2019-05-20	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
